id	custAge	profession	marital	schooling	default	housing	loan	contact	month	day_of_week	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	pmonths	pastEmail	'prediction	'predicted	responded
1052	57	retired	single	professional.course	no	no	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.877927	no	no
1053	39	admin.	married	university.degree	no	no	no	telephone	jun	mon	11	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.924909	no	no
1054	?	admin.	married	high.school	no	no	no	cellular	jul	fri	8	999	0	nonexistent	-1.7	94.215	-40.3	0.861	4991.6	999	0	-0.076675	yes	no
1055	33	admin.	single	university.degree	no	no	no	telephone	jun	mon	2	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.885328	no	no
1056	35	management	married	professional.course	no	yes	yes	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.92123	no	no
1057	39	management	single	university.degree	no	yes	no	cellular	apr	?	3	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.491905	no	no
1058	44	services	divorced	?	unknown	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.954623	no	no
1059	31	blue-collar	married	?	no	no	no	cellular	jul	wed	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.849892	no	no
1060	42	retired	married	basic.9y	unknown	yes	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.933781	no	no
1061	?	admin.	married	university.degree	unknown	yes	yes	telephone	may	mon	7	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.966817	no	no
1062	28	admin.	single	university.degree	no	yes	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.905465	no	no
1063	33	services	married	high.school	no	no	no	telephone	jun	mon	14	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.947145	no	no
1064	38	admin.	married	high.school	unknown	no	no	telephone	may	?	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.953479	no	no
1065	30	admin.	single	university.degree	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.847921	no	no
1066	25	blue-collar	single	?	no	yes	no	cellular	jul	thu	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.846139	no	no
1067	52	self-employed	married	university.degree	no	no	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.930186	no	no
1068	34	admin.	married	university.degree	unknown	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.902304	no	no
1069	35	technician	single	?	no	yes	no	cellular	aug	mon	1	999	0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	999	0	0.927461	no	no
1070	38	housemaid	married	basic.6y	unknown	yes	yes	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.966238	no	no
1071	32	technician	single	?	no	no	no	cellular	aug	?	1	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	999	0	0.929731	no	no
1072	60	blue-collar	married	professional.course	no	no	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.906857	no	no
1073	36	technician	divorced	?	no	unknown	unknown	cellular	nov	thu	4	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.942572	no	no
1074	44	admin.	divorced	university.degree	no	no	no	telephone	apr	thu	3	999	0	nonexistent	-1.8	93.075	-47.1	1.483	5099.1	999	0	0.752058	no	no
1075	27	admin.	married	high.school	no	yes	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	999	0	0.721113	no	no
1076	38	blue-collar	married	?	no	no	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.900622	no	no
1077	?	admin.	married	?	no	no	no	telephone	may	?	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.929094	no	no
1078	37	blue-collar	married	?	no	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.911857	no	no
1079	39	blue-collar	married	basic.9y	unknown	yes	no	telephone	jun	fri	3	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	999	0	0.91413	no	no
1080	28	admin.	single	?	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.699676	no	no
1081	36	blue-collar	single	basic.9y	no	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.908265	no	no
1082	?	services	married	?	no	no	no	cellular	may	fri	3	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	999	0	0.788417	no	no
1083	29	admin.	single	high.school	no	yes	no	telephone	jun	wed	2	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	999	0	0.856117	no	no
1084	59	entrepreneur	married	unknown	no	no	no	telephone	jun	tue	2	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.782776	no	no
1085	42	blue-collar	married	basic.9y	no	no	yes	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.778926	no	no
1086	?	services	married	high.school	unknown	no	no	cellular	may	thu	1	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	999	3	0.932635	no	no
1087	30	technician	single	?	no	yes	no	cellular	aug	fri	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.912889	no	no
1088	35	student	single	university.degree	unknown	no	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.917782	no	no
1089	?	admin.	married	professional.course	no	yes	yes	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.927566	no	no
1090	31	technician	single	basic.9y	no	yes	no	telephone	may	thu	5	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.90938	no	no
1091	35	blue-collar	married	basic.4y	unknown	no	no	cellular	apr	mon	2	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.724166	no	no
1092	?	blue-collar	married	basic.6y	unknown	no	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.928903	no	no
1093	58	retired	married	?	unknown	yes	no	telephone	jun	tue	3	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.892046	no	no
1094	28	admin.	married	university.degree	no	no	no	telephone	may	mon	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.935385	no	no
1095	37	blue-collar	divorced	?	unknown	no	no	telephone	jun	wed	2	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.910345	no	no
1096	33	services	divorced	high.school	no	yes	yes	telephone	may	?	3	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.957413	no	no
1097	?	blue-collar	married	?	no	no	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	999	0	0.845444	no	no
1098	56	retired	married	basic.4y	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.916269	no	no
1099	41	blue-collar	single	?	unknown	no	no	telephone	may	wed	4	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.933045	no	no
1100	34	technician	divorced	professional.course	no	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	999	0	0.923988	no	no
1101	31	admin.	single	?	no	yes	no	cellular	aug	wed	3	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.895346	no	no
1102	28	admin.	single	university.degree	no	yes	yes	cellular	may	?	4	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	999	0	0.801092	no	no
1103	47	management	married	university.degree	no	yes	yes	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	999	0	0.916645	no	no
1104	?	technician	single	university.degree	no	yes	no	telephone	may	mon	2	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.902805	no	no
1105	31	management	single	university.degree	no	yes	yes	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.778512	no	no
1106	32	blue-collar	married	basic.9y	no	yes	no	cellular	apr	fri	2	999	0	nonexistent	-1.8	93.075	-47.1	1.479	5099.1	999	0	0.449076	no	no
1107	34	admin.	divorced	university.degree	no	no	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.153	5195.8	999	0	0.896519	no	no
1108	?	admin.	married	university.degree	no	yes	yes	cellular	aug	?	2	999	1	failure	-2.9	92.201	-31.4	0.873	5076.2	999	2	0.731615	no	no
1109	?	student	single	university.degree	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.770083	no	no
1110	?	technician	married	professional.course	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.886044	no	no
1111	36	admin.	single	?	no	yes	no	cellular	jul	thu	3	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	999	0	0.856164	no	no
1112	43	technician	single	university.degree	no	yes	no	telephone	jun	mon	4	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.910683	no	no
1113	?	admin.	single	?	no	no	no	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.85802	no	no
1114	?	housemaid	divorced	basic.4y	unknown	yes	yes	telephone	jun	tue	27	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.987199	no	no
1115	41	technician	married	basic.9y	no	no	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.935777	no	no
1116	37	housemaid	married	?	unknown	no	yes	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	999	0	0.969839	no	no
1117	48	blue-collar	married	basic.9y	no	no	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.429001	no	no
1118	30	entrepreneur	single	?	no	no	no	cellular	nov	thu	1	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.859509	no	no
1119	?	housemaid	married	basic.4y	no	no	no	cellular	jul	?	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.945258	no	no
1120	?	admin.	single	professional.course	no	no	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.836913	no	no
1121	?	admin.	single	?	no	yes	no	cellular	nov	fri	3	999	1	failure	-0.1	93.2	-42	4.021	5195.8	999	3	0.94086	no	no
1122	28	services	single	high.school	no	yes	yes	telephone	sep	fri	1	999	0	nonexistent	-1.1	94.199	-37.5	0.878	4963.6	999	0	0.52818	no	no
1123	48	blue-collar	married	basic.9y	no	no	yes	cellular	may	?	2	999	1	failure	-1.8	92.893	-46.2	1.291	5099.1	999	0	0.900325	no	no
1124	?	admin.	married	high.school	no	yes	no	cellular	may	fri	1	999	0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	999	0	0.711013	no	no
1125	34	technician	married	?	no	yes	no	cellular	aug	thu	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.92719	no	no
1126	49	technician	married	professional.course	no	no	yes	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.908435	no	no
1127	40	management	married	?	no	no	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.907801	no	no
1128	?	blue-collar	married	basic.9y	unknown	no	yes	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.92567	no	no
1129	?	technician	single	university.degree	no	no	no	telephone	jun	tue	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.88759	no	no
1130	57	admin.	married	?	unknown	yes	no	cellular	aug	wed	3	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.934234	no	no
1131	59	technician	divorced	professional.course	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.929578	no	no
1132	?	admin.	married	high.school	no	yes	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.911904	no	no
1133	46	blue-collar	married	?	no	yes	yes	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.922601	no	no
1134	57	admin.	married	high.school	no	no	no	cellular	may	wed	1	999	1	failure	-1.8	92.893	-46.2	1.334	5099.1	999	0	0.84598	no	no
1135	46	admin.	divorced	?	no	no	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.153	5195.8	999	0	0.894088	no	no
1136	26	admin.	single	university.degree	no	yes	no	telephone	may	mon	2	999	0	nonexistent	-1.8	92.893	-46.2	1.354	5099.1	999	0	0.882099	no	no
1137	?	housemaid	married	basic.6y	no	yes	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.951435	no	no
1138	26	blue-collar	married	university.degree	no	no	no	telephone	jul	wed	4	999	0	nonexistent	1.4	93.918	-42.7	4.956	5228.1	999	0	0.935506	no	no
1139	?	technician	single	university.degree	no	yes	yes	cellular	jun	wed	1	999	1	failure	-2.9	92.963	-40.8	1.26	5076.2	999	0	0.631893	no	no
1140	25	blue-collar	married	basic.9y	no	no	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.913135	no	no
1141	?	admin.	married	university.degree	no	no	no	cellular	apr	thu	2	999	1	failure	-1.8	93.075	-47.1	1.365	5099.1	999	2	0.723435	no	no
1142	32	technician	married	?	no	no	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.890886	no	no
1143	50	unemployed	married	high.school	unknown	yes	no	cellular	aug	?	2	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	999	0	0.944195	no	no
1144	32	blue-collar	single	basic.9y	unknown	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	999	0	0.783383	no	no
1145	29	admin.	single	university.degree	no	yes	no	telephone	may	fri	4	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.908471	no	no
1146	34	admin.	married	high.school	no	no	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.895189	no	no
1147	49	admin.	married	?	no	no	no	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.911231	no	no
1148	?	admin.	married	university.degree	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	999	0	0.726968	no	no
1149	?	blue-collar	married	?	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	999	0	0.705396	no	no
1150	?	unknown	single	university.degree	no	no	no	cellular	mar	tue	1	999	0	nonexistent	-1.8	93.369	-34.8	0.655	5008.7	999	0	-0.089802	yes	no
1151	48	management	married	?	no	no	no	telephone	may	?	1	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.927151	no	no
1152	44	entrepreneur	married	?	no	no	no	cellular	aug	wed	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.881351	no	no
1153	?	blue-collar	married	basic.4y	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.923206	no	no
1154	51	management	divorced	?	no	yes	no	cellular	may	thu	3	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	999	3	0.880598	no	no
1155	44	services	divorced	?	no	yes	yes	telephone	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.964901	no	no
1156	?	admin.	married	basic.4y	no	no	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.551114	no	no
1157	?	technician	single	?	no	no	no	telephone	jun	tue	1	999	0	nonexistent	-1.7	94.055	-39.8	0.713	4991.6	999	0	0.732614	no	no
1158	39	blue-collar	married	basic.9y	no	yes	yes	telephone	jul	fri	5	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	999	0	0.949153	no	no
1159	43	admin.	married	unknown	no	yes	no	telephone	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	999	0	0.906194	no	no
1160	51	blue-collar	divorced	unknown	unknown	no	no	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	999	0	0.860859	no	no
1161	?	blue-collar	married	?	no	no	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.914277	no	no
1162	51	housemaid	married	high.school	no	no	yes	cellular	nov	fri	6	999	0	nonexistent	-0.1	93.2	-42	4.021	5195.8	999	0	0.947452	no	no
1163	54	blue-collar	divorced	high.school	unknown	no	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.894054	no	no
1164	46	blue-collar	married	?	unknown	no	yes	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.924544	no	no
1165	31	services	single	high.school	no	no	no	cellular	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	0.895998	no	no
1166	46	blue-collar	married	basic.9y	no	yes	no	cellular	nov	mon	2	999	1	failure	-0.1	93.2	-42	4.191	5195.8	999	0	0.953158	no	no
1167	53	services	married	university.degree	no	no	no	telephone	may	fri	2	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	999	0	0.893788	no	no
1168	74	retired	divorced	basic.4y	no	yes	no	cellular	oct	mon	3	3	2	success	-1.1	94.601	-49.5	1	4963.6	0.1	6	-0.335772	yes	no
1169	33	technician	single	university.degree	no	yes	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.902924	no	no
1170	?	admin.	divorced	?	no	no	no	cellular	jul	tue	3	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.874748	no	no
1171	?	blue-collar	married	basic.9y	unknown	yes	yes	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	0.935714	no	no
1172	?	management	married	university.degree	no	no	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.920822	no	no
1173	54	self-employed	married	?	unknown	no	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.946364	no	no
1174	28	services	married	?	no	yes	no	telephone	may	tue	4	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.940417	no	no
1175	35	admin.	married	university.degree	unknown	no	no	cellular	aug	wed	5	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.942806	no	no
1176	?	admin.	single	?	no	no	no	cellular	apr	mon	6	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.544712	no	no
1177	57	retired	married	professional.course	unknown	no	no	cellular	aug	wed	3	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.914842	no	no
1178	39	housemaid	married	?	no	yes	yes	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.951567	no	no
1179	38	admin.	married	university.degree	no	no	no	telephone	may	?	6	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	999	0	0.909445	no	no
1180	39	blue-collar	married	professional.course	no	yes	no	cellular	may	wed	1	999	1	failure	-1.8	92.893	-46.2	1.334	5099.1	999	2	0.838271	no	no
1181	40	blue-collar	single	basic.4y	unknown	yes	no	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.922139	no	no
1182	49	management	divorced	?	no	yes	no	telephone	aug	mon	1	999	0	nonexistent	-1.7	94.027	-38.3	0.888	4991.6	999	0	0.23082	no	no
1183	36	unemployed	single	basic.9y	no	yes	no	cellular	nov	thu	4	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.896961	no	no
1184	50	blue-collar	married	?	unknown	yes	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.946906	no	no
1185	39	technician	married	?	no	no	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	0.925572	no	no
1186	44	admin.	married	?	no	no	no	cellular	nov	fri	5	999	0	nonexistent	-0.1	93.2	-42	4.021	5195.8	999	0	0.897828	no	no
1187	27	technician	single	professional.course	no	no	no	cellular	apr	tue	3	999	1	failure	-1.8	93.749	-34.6	0.638	5008.7	999	3	0.41904	no	no
1188	46	admin.	married	university.degree	no	no	no	cellular	aug	thu	5	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.920408	no	no
1189	34	services	single	?	no	no	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.882039	no	no
1190	28	services	single	high.school	no	no	no	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	999	0	0.886188	no	no
1191	36	admin.	single	university.degree	no	no	no	cellular	may	?	1	999	0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	999	0	0.744778	no	no
1192	48	admin.	divorced	university.degree	unknown	yes	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.902754	no	no
1193	38	blue-collar	married	unknown	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.768318	no	no
1194	57	retired	married	basic.6y	no	no	no	cellular	may	thu	3	999	1	failure	-1.8	92.893	-46.2	1.266	5099.1	999	2	0.824547	no	no
1195	30	services	married	?	no	yes	yes	cellular	nov	thu	2	999	1	failure	-0.1	93.2	-42	4.076	5195.8	999	2	0.968027	no	no
1196	34	technician	married	?	no	no	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.944399	no	no
1197	57	retired	divorced	university.degree	no	yes	no	telephone	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.7	5195.8	999	0	0.938535	no	no
1198	34	technician	married	university.degree	no	yes	no	cellular	may	thu	4	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	999	0	0.808917	no	no
1199	?	admin.	married	high.school	no	no	no	cellular	aug	tue	1	999	1	failure	-2.9	92.201	-31.4	0.859	5076.2	999	2	0.628948	no	no
1200	?	blue-collar	single	basic.9y	no	no	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.910604	no	no
1201	35	services	married	basic.9y	no	yes	yes	cellular	jul	wed	6	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.924816	no	no
1202	?	entrepreneur	single	high.school	no	yes	no	cellular	jul	tue	5	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.829781	no	no
1203	26	blue-collar	married	?	no	no	no	telephone	jun	mon	3	999	0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	999	0	0.895587	no	no
1204	34	technician	married	professional.course	no	no	no	cellular	apr	fri	2	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.531298	no	no
1205	25	admin.	single	?	no	no	no	cellular	nov	fri	5	3	1	success	-3.4	92.649	-30.1	0.714	5017.5	0.1	1	-0.426028	yes	no
1206	33	services	divorced	?	no	yes	no	cellular	nov	?	1	999	1	failure	-0.1	93.2	-42	4.12	5195.8	999	3	0.967535	no	no
1207	?	admin.	single	university.degree	no	no	no	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.892608	no	no
1208	26	self-employed	married	high.school	no	no	no	cellular	may	thu	5	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.803684	no	no
1209	30	services	single	?	no	no	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.931644	no	no
1210	?	admin.	single	high.school	no	no	yes	telephone	nov	thu	1	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.953631	no	no
1211	29	student	single	high.school	unknown	no	yes	cellular	may	tue	1	999	1	failure	-1.8	92.893	-46.2	1.344	5099.1	999	0	0.862896	no	no
1212	40	technician	married	professional.course	no	no	no	telephone	jun	wed	5	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.905071	no	no
1213	40	blue-collar	married	high.school	no	no	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.908128	no	no
1214	?	blue-collar	divorced	basic.9y	no	no	no	telephone	may	?	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.935832	no	no
1215	25	technician	single	university.degree	no	yes	yes	telephone	jun	mon	6	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	999	0	0.93338	no	no
1216	57	admin.	married	professional.course	no	yes	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.847279	no	no
1217	32	unemployed	married	?	no	no	no	telephone	jun	mon	2	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	999	0	0.897968	no	no
1218	26	services	single	high.school	no	yes	no	cellular	may	thu	2	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	999	0	0.774473	no	no
1219	58	housemaid	married	basic.4y	unknown	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.971595	no	no
1220	63	technician	married	?	no	no	no	cellular	oct	tue	1	999	0	nonexistent	-3.4	92.431	-26.9	0.728	5017.5	999	0	0.23185	no	no
1221	?	services	single	high.school	no	yes	no	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.905908	no	no
1222	46	blue-collar	married	?	unknown	yes	yes	telephone	may	?	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.954486	no	no
1223	30	admin.	married	university.degree	no	yes	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.259	5099.1	999	1	0.852888	no	no
1224	52	blue-collar	married	basic.4y	no	no	no	telephone	may	?	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.942579	no	no
1225	?	unknown	married	?	no	yes	no	cellular	aug	wed	3	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	999	0	0.935802	no	no
1226	43	blue-collar	married	?	no	no	no	telephone	may	wed	18	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.946268	no	no
1227	?	management	married	?	no	no	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.920865	no	no
1228	?	admin.	married	unknown	no	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.876767	no	no
